onset	duration	condition	stim	resp	RT
206.4	0.8	n/a	5	n/a	n/a
208	0.8	n/a	5	n/a	n/a
209.6	0.8	n/a	7	n/a	n/a
211.2	0.8	n/a	5	n/a	n/a
212.8	0.8	n/a	5	n/a	n/a
214.4	0.8	n/a	7	n/a	n/a
216	0.8	n/a	7	n/a	n/a
217.6	0.8	n/a	7	n/a	n/a
219.2	0.8	n/a	5	n/a	n/a
220.8	0.8	n/a	5	n/a	n/a
222.4	0.8	n/a	7	n/a	n/a
224	0.8	n/a	5	n/a	n/a
225.6	0.8	n/a	5	n/a	n/a
227.2	0.8	n/a	5	n/a	n/a
228.8	0.8	n/a	7	n/a	n/a
230.4	0.8	n/a	7	n/a	n/a
232	0.8	n/a	7	n/a	n/a
233.6	0.8	n/a	5	n/a	n/a
235.2	0.8	n/a	7	n/a	n/a
236.8	0.8	n/a	7	n/a	n/a
238.4	0.8	n/a	7	n/a	n/a
240	0.8	n/a	5	n/a	n/a
241.6	0.8	n/a	5	n/a	n/a
243.2	0.8	n/a	5	n/a	n/a
244.8	0.8	n/a	7	n/a	n/a
246.4	0.8	n/a	5	n/a	n/a
248	0.8	n/a	7	n/a	n/a
249.6	0.8	n/a	5	n/a	n/a
251.2	0.8	n/a	5	n/a	n/a
252.8	0.8	n/a	5	n/a	n/a
254.4	0.8	n/a	7	n/a	n/a
256	0.8	n/a	5	n/a	n/a
257.6	0.8	n/a	7	n/a	n/a
259.2	0.8	n/a	5	n/a	n/a
260.8	0.8	n/a	7	n/a	n/a
262.4	0.8	n/a	5	n/a	n/a
264	0.8	n/a	7	n/a	n/a
265.6	0.8	n/a	7	n/a	n/a
267.2	0.8	n/a	7	n/a	n/a
268.8	0.8	n/a	5	n/a	n/a
270.4	0.8	n/a	5	n/a	n/a
272	0.8	n/a	7	n/a	n/a
273.6	0.8	n/a	7	n/a	n/a
275.2	0.8	n/a	7	n/a	n/a
276.8	0.8	n/a	5	n/a	n/a
278.4	0.8	n/a	7	n/a	n/a
280	0.8	n/a	5	n/a	n/a
281.6	0.8	n/a	5	n/a	n/a
283.2	0.8	n/a	7	n/a	n/a
284.8	0.8	n/a	5	n/a	n/a
286.4	0.8	n/a	5	n/a	n/a
288	0.8	n/a	7	n/a	n/a
289.6	0.8	n/a	5	n/a	n/a
291.2	0.8	n/a	5	n/a	n/a
292.8	0.8	n/a	7	n/a	n/a
294.4	0.8	n/a	5	n/a	n/a
296	0.8	n/a	7	n/a	n/a
297.6	0.8	n/a	5	n/a	n/a
299.2	0.8	n/a	7	n/a	n/a
300.8	0.8	n/a	7	n/a	n/a
302.4	0.8	n/a	5	n/a	n/a
304	0.8	n/a	5	n/a	n/a
305.6	0.8	n/a	5	n/a	n/a
307.2	0.8	n/a	7	n/a	n/a
308.8	0.8	n/a	5	n/a	n/a
310.4	0.8	n/a	7	n/a	n/a
312	0.8	n/a	5	n/a	n/a
313.6	0.8	n/a	7	n/a	n/a
315.2	0.8	n/a	7	n/a	n/a
316.8	0.8	n/a	7	n/a	n/a
318.4	0.8	n/a	5	n/a	n/a
320	0.8	n/a	7	n/a	n/a
321.6	0.8	n/a	7	n/a	n/a
323.2	0.8	n/a	7	n/a	n/a
324.8	0.8	n/a	5	n/a	n/a
326.4	0.8	n/a	5	n/a	n/a
328	0.8	n/a	7	n/a	n/a
329.6	0.8	n/a	7	n/a	n/a
331.2	0.8	n/a	7	n/a	n/a
332.8	0.8	n/a	5	n/a	n/a
334.4	0.8	n/a	7	n/a	n/a
336	0.8	n/a	7	n/a	n/a
337.6	0.8	n/a	5	n/a	n/a
339.2	0.8	n/a	7	n/a	n/a
340.8	0.8	n/a	5	n/a	n/a
342.4	0.8	n/a	7	n/a	n/a
344	0.8	n/a	7	n/a	n/a
345.6	0.8	n/a	5	n/a	n/a
347.2	0.8	n/a	5	n/a	n/a
348.8	0.8	n/a	7	n/a	n/a
350.4	0.8	n/a	7	n/a	n/a
352	0.8	n/a	7	n/a	n/a
0.903	0	n/a	n/a	52	0.903
2.062	0	n/a	n/a	49	0.462
3.79	0	n/a	n/a	49	0.59
5.408	0	n/a	n/a	52	0.608
6.913	0	n/a	n/a	49	0.513
8.587	0	n/a	n/a	49	0.587
10.156	0	n/a	n/a	49	0.555999999999999
11.781	0	n/a	n/a	49	0.581
13.264	0	n/a	n/a	52	0.463999999999999
14.824	0	n/a	n/a	49	0.423999999999999
16.554	0	n/a	n/a	52	0.553999999999998
18.031	0	n/a	n/a	49	0.430999999999997
19.641	0	n/a	n/a	52	0.440999999999995
21.311	0	n/a	n/a	52	0.510999999999999
22.817	0	n/a	n/a	52	0.416999999999998
24.46	0	n/a	n/a	49	0.460000000000001
26.486	0	n/a	n/a	52	0.885999999999999
27.786	0	n/a	n/a	49	0.585999999999999
29.185	0	n/a	n/a	52	0.384999999999998
30.873	0	n/a	n/a	49	0.472999999999999
32.65	0	n/a	n/a	49	0.649999999999999
34.135	0	n/a	n/a	49	0.534999999999997
35.757	0	n/a	n/a	52	0.556999999999995
37.378	0	n/a	n/a	52	0.577999999999996
38.923	0	n/a	n/a	49	0.522999999999996
40.387	0	n/a	n/a	52	0.387
42.059	0	n/a	n/a	49	0.458999999999996
43.634	0	n/a	n/a	52	0.433999999999998
45.29	0	n/a	n/a	52	0.489999999999995
46.82	0	n/a	n/a	49	0.419999999999995
48.09	0	n/a	n/a	52	0.0900000000000034
49.993	0	n/a	n/a	49	0.393000000000001
51.61	0	n/a	n/a	52	0.409999999999997
53.233	0	n/a	n/a	49	0.432999999999993
54.99	0	n/a	n/a	49	0.589999999999996
56.499	0	n/a	n/a	49	0.499000000000002
58.107	0	n/a	n/a	52	0.506999999999998
59.68	0	n/a	n/a	49	0.479999999999997
61.266	0	n/a	n/a	52	0.465999999999994
62.824	0	n/a	n/a	49	0.423999999999992
64.582	0	n/a	n/a	49	0.581999999999994
67.577	0	n/a	n/a	52	0.376999999999995
69.255	0	n/a	n/a	49	0.454999999999998
70.866	0	n/a	n/a	52	0.465999999999994
72.391	0	n/a	n/a	49	0.391000000000005
74.025	0	n/a	n/a	52	0.424999999999997
75.792	0	n/a	n/a	49	0.591999999999999
77.246	0	n/a	n/a	52	0.445999999999984
78.885	0	n/a	n/a	49	0.484999999999999
80.545	0	n/a	n/a	52	0.545000000000002
82.104	0	n/a	n/a	49	0.503999999999991
83.628	0	n/a	n/a	52	0.427999999999997
85.241	0	n/a	n/a	49	0.440999999999988
86.837	0	n/a	n/a	52	0.436999999999998
88.322	0	n/a	n/a	49	0.322000000000003
90.02	0	n/a	n/a	52	0.419999999999987
91.682	0	n/a	n/a	49	0.481999999999999
93.25	0	n/a	n/a	52	0.449999999999989
94.929	0	n/a	n/a	52	0.528999999999996
96.459	0	n/a	n/a	49	0.459000000000003
98.077	0	n/a	n/a	52	0.47699999999999
99.607	0	n/a	n/a	49	0.406999999999996
101.215	0	n/a	n/a	49	0.414999999999992
102.908	0	n/a	n/a	52	0.507999999999996
104.523	0	n/a	n/a	52	0.522999999999996
106.088	0	n/a	n/a	52	0.487999999999985
107.608	0	n/a	n/a	49	0.408000000000001
109.345	0	n/a	n/a	49	0.544999999999987
110.846	0	n/a	n/a	52	0.445999999999998
112.426	0	n/a	n/a	49	0.426000000000002
114.179	0	n/a	n/a	49	0.578999999999994
115.772	0	n/a	n/a	49	0.572000000000003
117.236	0	n/a	n/a	52	0.435999999999993
118.887	0	n/a	n/a	49	0.486999999999995
120.669	0	n/a	n/a	52	0.668999999999997
123.825	0	n/a	n/a	49	0.625
125.588	0	n/a	n/a	52	0.787999999999982
127.573	0	n/a	n/a	52	1.17299999999999
128.524	0	n/a	n/a	52	0.524000000000001
130.157	0	n/a	n/a	49	0.557000000000016
131.736	0	n/a	n/a	49	0.535999999999973
133.569	0	n/a	n/a	52	0.768999999999977
134.88	0	n/a	n/a	52	0.47999999999999
136.513	0	n/a	n/a	49	0.513000000000005
138.068	0	n/a	n/a	49	0.468000000000018
139.641	0	n/a	n/a	49	0.440999999999974
141.293	0	n/a	n/a	52	0.492999999999995
142.949	0	n/a	n/a	49	0.549000000000007
144.465	0	n/a	n/a	49	0.465000000000003
146.176	0	n/a	n/a	49	0.575999999999993
148.041	0	n/a	n/a	49	0.84099999999998
149.3	0	n/a	n/a	52	0.5
150.867	0	n/a	n/a	52	0.466999999999985
152.506	0	n/a	n/a	52	0.506
154.207	0	n/a	n/a	49	0.606999999999971
155.727	0	n/a	n/a	49	0.526999999999987
157.358	0	n/a	n/a	52	0.557999999999993
159.079	0	n/a	n/a	52	0.679000000000002
160.614	0	n/a	n/a	52	0.614000000000004
162.436	0	n/a	n/a	49	0.835999999999984
163.908	0	n/a	n/a	52	0.70799999999997
167.171	0	n/a	n/a	52	0.770999999999987
168.456	0	n/a	n/a	49	0.455999999999989
170.928	0	n/a	n/a	52	1.32799999999997
171.658	0	n/a	n/a	49	0.45799999999997
173.223	0	n/a	n/a	52	0.423000000000002
174.893	0	n/a	n/a	49	0.492999999999995
176.619	0	n/a	n/a	52	0.619
178.093	0	n/a	n/a	52	0.492999999999995
179.671	0	n/a	n/a	49	0.471000000000004
181.478	0	n/a	n/a	49	0.678000000000026
182.847	0	n/a	n/a	49	0.447000000000031
184.458	0	n/a	n/a	52	0.457999999999998
186.265	0	n/a	n/a	49	0.664999999999992
187.625	0	n/a	n/a	52	0.425000000000011
189.232	0	n/a	n/a	49	0.432000000000016
190.945	0	n/a	n/a	52	0.545000000000016
192.59	0	n/a	n/a	49	0.590000000000003
194.046	0	n/a	n/a	52	0.445999999999998
195.819	0	n/a	n/a	49	0.619
197.296	0	n/a	n/a	52	0.496000000000009
198.928	0	n/a	n/a	49	0.52800000000002
200.475	0	n/a	n/a	52	0.474999999999994
202.135	0	n/a	n/a	49	0.534999999999997
203.757	0	n/a	n/a	49	0.557000000000016
205.303	0	n/a	n/a	52	0.503000000000014
206.96	0	n/a	n/a	49	0.560000000000002
208.5	0	n/a	n/a	49	0.5
210.158	0	n/a	n/a	52	0.557999999999993
211.74	0	n/a	n/a	49	0.54000000000002
213.323	0	n/a	n/a	49	0.523000000000025
214.808	0	n/a	n/a	52	0.407999999999987
216.537	0	n/a	n/a	52	0.537000000000006
218.147	0	n/a	n/a	52	0.546999999999997
219.715	0	n/a	n/a	49	0.515000000000015
221.247	0	n/a	n/a	49	0.447000000000031
222.884	0	n/a	n/a	52	0.48399999999998
224.553	0	n/a	n/a	49	0.552999999999997
226.115	0	n/a	n/a	49	0.515000000000015
227.762	0	n/a	n/a	49	0.562000000000012
229.277	0	n/a	n/a	52	0.476999999999975
231	0	n/a	n/a	52	0.600000000000023
232.428	0	n/a	n/a	52	0.427999999999997
234.131	0	n/a	n/a	49	0.531000000000006
235.76	0	n/a	n/a	52	0.560000000000002
237.274	0	n/a	n/a	52	0.47399999999999
238.899	0	n/a	n/a	52	0.499000000000024
240.486	0	n/a	n/a	49	0.48599999999999
242.137	0	n/a	n/a	49	0.537000000000006
243.673	0	n/a	n/a	49	0.473000000000013
245.312	0	n/a	n/a	52	0.512
246.864	0	n/a	n/a	49	0.464000000000027
248.49	0	n/a	n/a	52	0.490000000000009
250.015	0	n/a	n/a	49	0.414999999999992
251.652	0	n/a	n/a	49	0.451999999999998
253.369	0	n/a	n/a	49	0.568999999999988
254.859	0	n/a	n/a	52	0.459000000000032
256.487	0	n/a	n/a	49	0.487000000000023
258.062	0	n/a	n/a	52	0.461999999999989
259.699	0	n/a	n/a	49	0.499000000000024
261.204	0	n/a	n/a	52	0.403999999999996
262.835	0	n/a	n/a	49	0.435000000000002
264.454	0	n/a	n/a	52	0.454000000000008
266.073	0	n/a	n/a	52	0.472999999999956
267.545	0	n/a	n/a	49	0.345000000000027
269.277	0	n/a	n/a	49	0.476999999999975
271	0	n/a	n/a	49	0.600000000000023
272.426	0	n/a	n/a	52	0.425999999999988
274.12	0	n/a	n/a	52	0.519999999999982
275.805	0	n/a	n/a	52	0.605000000000018
277.24	0	n/a	n/a	49	0.439999999999998
278.879	0	n/a	n/a	52	0.479000000000042
280.46	0	n/a	n/a	49	0.45999999999998
282.577	0	n/a	n/a	49	0.976999999999975
284.45	0	n/a	n/a	52	1.25
285.976	0	n/a	n/a	49	1.17599999999999
287.069	0	n/a	n/a	49	0.66900000000004
288.404	0	n/a	n/a	52	0.403999999999996
290.11	0	n/a	n/a	49	0.509999999999991
291.836	0	n/a	n/a	49	0.636000000000024
293.319	0	n/a	n/a	52	0.519000000000005
294.879	0	n/a	n/a	49	0.479000000000042
296.531	0	n/a	n/a	52	0.531000000000006
298.074	0	n/a	n/a	49	0.47399999999999
299.627	0	n/a	n/a	52	0.427000000000021
301.376	0	n/a	n/a	52	0.575999999999965
302.88	0	n/a	n/a	49	0.480000000000018
304.543	0	n/a	n/a	49	0.543000000000006
306.341	0	n/a	n/a	49	0.740999999999985
307.81	0	n/a	n/a	52	0.610000000000014
309.462	0	n/a	n/a	49	0.661999999999978
310.836	0	n/a	n/a	52	0.436000000000035
314.075	0	n/a	n/a	52	0.474999999999966
316.111	0	n/a	n/a	52	0.911000000000001
317.376	0	n/a	n/a	52	0.575999999999965
318.888	0	n/a	n/a	49	0.488
320.673	0	n/a	n/a	52	0.673000000000002
322.135	0	n/a	n/a	52	0.534999999999968
323.671	0	n/a	n/a	52	0.471000000000004
325.274	0	n/a	n/a	52	0.47399999999999
326.916	0	n/a	n/a	49	0.51600000000002
328.426	0	n/a	n/a	52	0.425999999999988
330.078	0	n/a	n/a	52	0.477999999999952
331.73	0	n/a	n/a	52	0.53000000000003
333.223	0	n/a	n/a	49	0.423000000000002
334.911	0	n/a	n/a	52	0.511000000000024
336.567	0	n/a	n/a	52	0.567000000000007
338.03	0	n/a	n/a	49	0.42999999999995
339.666	0	n/a	n/a	52	0.466000000000008
341.66	0	n/a	n/a	49	0.860000000000014
342.82	0	n/a	n/a	52	0.420000000000016
344.576	0	n/a	n/a	52	0.576000000000022
346.125	0	n/a	n/a	52	0.524999999999977
347.779	0	n/a	n/a	49	0.579000000000008
349.188	0	n/a	n/a	52	0.387999999999977
